ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	NOTE	TOKENS	TYPE
2743	. ɑ k .	1372	落 (xia)	Zhou		?	. ɑ k .	2 xia
2744	. a k .	1372	落 (xia)	Baxter		?	. a k .	2 xia
2745	ĭ ɛ p .	1373	葉 (xia)	Zhou		?	ĭ ɛ p .	2 xia
2746	j e p .	1373	葉 (xia)	Baxter		?	j e p .	2 xia
2747	. ɑ t .	1374	葛 (xia)	Zhou		?	. ɑ t .	2 xia
2748	. a t .	1374	葛 (xia)	Baxter		?	. a t .	2 xia
2749	. u ŋ ˥	1375	董 (xia)	Zhou		?	. u ŋ ˥	2 xia
2750	. uw ng X	1375	董 (xia)	Baxter		?	. uw ng X	2 xia
1581	bʰ .	791	蒲 (shang)	Zhou		?	bʰ .	2 shang
1582	b .	791	蒲 (shang)	Baxter		?	b .	2 shang
1057	ĭ ə ŋ ˥˩	529	蒸 (xia)	Zhou		?	ĭ ə ŋ ˥˩	1 xia
1058	j i ng .	529	蒸 (xia)	Baxter		?	j i ng .	1 xia
1583	tsʰ i	792	蒼 (shang)	Zhou		?	tsʰ i	2 shang
1584	tsh .	792	蒼 (shang)	Baxter		?	tsh .	2 shang
2751	. ɑi . ˩˥	1376	蓋 (xia)	Zhou		?	. ɑi . ˩˥	2 xia
2752	. aj . H	1376	蓋 (xia)	Baxter		?	. aj . H	2 xia
529	i e t .	265	蔑 (xia)	Zhou	pʰiet	?	i e t .	0 xia
530	j e t .	265	蔑 (xia)	Baxter	pʰiet	?	j e t .	0 xia
531	ĭ ɛi . ˩˥	266	蔽 (xia)	Zhou	pʰĭɛi˩˥	?	ĭ ɛi . ˩˥	0 xia
532	j ej . H	266	蔽 (xia)	Baxter	pʰĭɛi˩˥	?	j ej . H	0 xia
2753	i eu . ˩	1377	蕭 (xia)	Zhou		?	i eu . ˩	2 xia
2754	. ew . .	1377	蕭 (xia)	Baxter		?	. ew . .	2 xia
1585	bʰ .	793	薄 (shang)	Zhou		?	bʰ .	2 shang
1586	b .	793	薄 (shang)	Baxter		?	b .	2 shang
727	. ĭw	364	薳 (shang)	Zhou		?	. ĭw	1 shang
728	h jw	364	薳 (shang)	Baxter		?	h jw	1 shang
1587	dzʰ .	794	藏 (shang)	Zhou		?	dzʰ .	2 shang
1588	dz .	794	藏 (shang)	Baxter		?	dz .	2 shang
1059	ĭ a k .	530	藥 (xia)	Zhou		?	ĭ a k .	1 xia
1060	j æ k .	530	藥 (xia)	Baxter		?	j a k .	1 xia
1589	s i	795	蘇 (shang)	Zhou		?	s i	2 shang
1590	s .	795	蘇 (shang)	Baxter		?	s .	2 shang
1591	x .	796	虎 (shang)	Zhou		?	x .	2 shang
1592	x .	796	虎 (shang)	Baxter		?	x .	2 shang
1061	ĭ a k .	531	虐 (xia)	Zhou		?	ĭ a k .	1 xia
1062	j æ k .	531	虐 (xia)	Baxter		?	j a k .	1 xia
729	tɕʰ .	365	處 (shang)	Zhou		?	tɕʰ .	1 shang
730	tsyh .	365	處 (shang)	Baxter		?	tsyh .	1 shang
1593	x ĭ	797	虚 (shang)	Zhou		?	x ĭ	2 shang
1594	x j	797	虚 (shang)	Baxter		?	x j	2 shang
1595	x ĭ	798	虛 (shang)	Zhou		?	x ĭ	2 shang
1596	x j	798	虛 (shang)	Baxter		?	x j	2 shang
165	ŋ ĭw	83	虞 (shang)	Zhou	ŋĭwɐn˥ / ŋĭu˥	?	ŋ ĭw	0 shang
166	ng jw	83	虞 (shang)	Baxter	ŋĭwɐn˥ / ŋĭu˥	?	ng jw	0 shang
2755	ĭw ɐ k .	1378	虢 (xia)	Zhou		?	ĭw ɐ k .	2 xia
2756	w æ k .	1378	虢 (xia)	Baxter		?	w æ k .	2 xia
2757	i əu . ˥˩	1379	虯 (xia)	Zhou		?	i əu . ˥˩	2 xia
2758	j iw . .	1379	虯 (xia)	Baxter		?	j iw . .	2 xia
1063	w ai . ˥˩	532	蛙 (xia)	Zhou		?	w ai . ˥˩	1 xia
1064	w ɛ . .	532	蛙 (xia)	Baxter		?	w ɛ . .	1 xia
167	ʑ ĭw	84	蜀 (shang)	Zhou	ʑĭwoŋ˩	?	ʑ ĭw	0 shang
168	dzy w	84	蜀 (shang)	Baxter	ʑĭwoŋ˩	?	dzy w	0 shang
2759	ĭw o k .	1380	蜀 (xia)	Zhou		?	ĭw o k .	2 xia
2760	. ow k .	1380	蜀 (xia)	Baxter		?	. ow k .	2 xia
2761	ĭ u ŋ ˩	1381	融 (xia)	Zhou		?	ĭ u ŋ ˩	2 xia
2762	j uw ng .	1381	融 (xia)	Baxter		?	j uw ng .	2 xia
2763	iw e ŋ ˥˩	1382	螢 (xia)	Zhou		?	iw e ŋ ˥˩	2 xia
2764	w e ng .	1382	螢 (xia)	Baxter		?	w e ng .	2 xia
2765	. ai . ˥	1383	蟹 (xia)	Zhou		?	. ai . ˥	2 xia
2766	. ɛ . X	1383	蟹 (xia)	Baxter		?	. ɛ . X	2 xia
2767	ĭ u ŋ ˩˥	1384	衆 (xia)	Zhou		?	ĭ u ŋ ˩˥	2 xia
2768	j uw ng H	1384	衆 (xia)	Baxter		?	j uw ng H	2 xia
2769	. ɐ ŋ ˥˩	1385	行 (xia)	Zhou		?	. ɐ ŋ ˥˩	2 xia
2770	. æ ng .	1385	行 (xia)	Baxter		?	. æ ng .	2 xia
1065	ĭw ɛi . ˩˥	533	衞 (xia)	Zhou		?	ĭw ɛi . ˩˥	1 xia
1066	jw ej . H	533	衞 (xia)	Baxter		?	jw ej . H	1 xia
731	gʰ ĭu	366	衢 (shang)	Zhou		?	gʰ ĭu	1 shang
732	g w	366	衢 (shang)	Baxter		?	g j	1 shang
1597	ʔ ĭ	799	衣 (shang)	Zhou		?	ʔ ĭ	2 shang
1598	' j	799	衣 (shang)	Baxter		?	' j	2 shang
2771	ĭ əi . ˥˩	1386	衣 (xia)	Zhou		?	ĭ əi . ˥˩	2 xia
2772	j ɨj . .	1386	衣 (xia)	Baxter		?	j ɨj . .	2 xia
1067	u ə n ˥	534	衮 (xia)	Zhou		?	u ə n ˥	1 xia
1068	w o n X	534	衮 (xia)	Baxter		?	w o n X	1 xia
2773	ĭ ɛi . ˩˥	1387	袂 (xia)	Zhou		?	ĭ ɛi . ˩˥	2 xia
2774	j ej . H	1387	袂 (xia)	Baxter		?	j ej . H	2 xia
2775	. ɑu . ˩	1388	袍 (xia)	Zhou		?	. ɑu . ˩	2 xia
2776	. aw . .	1388	袍 (xia)	Baxter		?	. aw . .	2 xia
1599	kʰ ĭ	800	袪 (shang)	Zhou		?	kʰ ĭ	2 shang
1600	kh j	800	袪 (shang)	Baxter		?	kh j	2 shang
1601	p u	801	補 (shang)	Zhou		?	p u	2 shang
1602	p .	801	補 (shang)	Baxter		?	p .	2 shang
533	. u . ˥	267	補 (xia)	Zhou	mu˥	?	. u . ˥	0 xia
534	. u . X	267	補 (xia)	Baxter	mu˥	?	. u . X	0 xia
1603	bʰ .	802	裴 (shang)	Zhou		?	bʰ .	2 shang
1604	b .	802	裴 (shang)	Baxter		?	b .	2 shang
3115	ţʰ ĭ	1564	褚 (shang)	Zhou	ţʰĭaŋ˩', '褚		ţʰ ĭ	
3155	trh j	1564	褚 (shang)	Baxter			trh j	
3159	trh j	1564	褚 (shang)	Baxter			trh j	
2777	. ɑu . ˩	1389	襃 (xia)	Zhou		?	. ɑu . ˩	2 xia
2778	. aw . .	1389	襃 (xia)	Baxter		?	. aw . .	2 xia
3308	. ea n H	1654	襉 (xia)	Baxter	keanH	new	. ea n H	
3322	. æ n ˩˥	1654	襉 (xia)	Zhou	ɣæn˩˥	new	. æ n ˩˥	
535	. a m ˥	268	襤 (xia)	Zhou	dʒʰam˥	?	. a m ˥	0 xia
536	. æ m X	268	襤 (xia)	Baxter	dʒʰam˥	?	. æ m X	0 xia
3240	ĭ ɛu . ˩˥	1620	要 (xia)	Zhou	nʑĭɛu˩˥	new	ĭ ɛu . ˩˥	
3241	ji ew . H	1620	要 (xia)	Baxter	ʔjiewH	new	ji ew . H	
2779	i e n ˩˥	1390	見 (xia)	Zhou		?	i e n ˩˥	2 xia
2780	. e n H	1390	見 (xia)	Baxter		?	. e n H	2 xia
1605	ʑ ĭ	803	視 (shang)	Zhou		?	ʑ ĭ	2 shang
1606	dzy .	803	視 (shang)	Baxter		?	dzy .	2 shang
2781	. i . ˥	1391	視 (xia)	Zhou		?	. i . ˥	2 xia
2782	. ij . X	1391	視 (xia)	Baxter		?	. ij . X	2 xia
1607	tsʰ ĭ	804	親 (shang)	Zhou		?	tsʰ ĭ	2 shang
1608	tsh .	804	親 (shang)	Baxter		?	tsh .	2 shang
3289	. i n H	1644	覲 (xia)	Baxter	ginH	new	. i n H	
3305	ĭ ĕ n ˩˥	1644	覲 (xia)	Zhou	ŋĭĕn˩˥	new	ĭ ĕ n ˩˥	
1069	. ɔ k .	535	覺 (xia)	Zhou		?	. ɔ k .	1 xia
1070	. æw k .	535	覺 (xia)	Baxter		?	. æw k .	1 xia
2783	. ɑ m ˥	1392	覽 (xia)	Zhou		?	. ɑ m ˥	2 xia
2784	. a m X	1392	覽 (xia)	Baxter		?	. a m X	2 xia
2785	. ɔ k .	1393	角 (xia)	Zhou		?	. ɔ k .	2 xia
2786	. æw k .	1393	角 (xia)	Baxter		?	. æw k .	2 xia
2787	ĭ ɐ n ˥˩	1394	言 (xia)	Zhou		?	ĭ ɐ n ˥˩	2 xia
2788	j o n .	1394	言 (xia)	Baxter		?	j o n .	2 xia
2789	i ei . ˩˥	1395	計 (xia)	Zhou		?	i ei . ˩˥	2 xia
2790	. ej . H	1395	計 (xia)	Baxter		?	. ej . H	2 xia
537	ĭ ɐ t .	269	訐 (xia)	Zhou	ŋĭɐt	?	ĭ ɐ t .	0 xia
538	j æ t .	269	訐 (xia)	Baxter	ŋĭɐt	?	j æ t .	0 xia
2791	ĭ ə t .	1396	訖 (xia)	Zhou		?	ĭ ə t .	2 xia
2792	j ɨ t .	1396	訖 (xia)	Baxter		?	j ɨ t .	2 xia
1609	tʰ .	805	託 (shang)	Zhou		?	tʰ .	2 shang
1610	th .	805	託 (shang)	Baxter		?	th .	2 shang
2793	ĭ ə . ˩˥	1397	記 (xia)	Zhou		?	ĭ ə . ˩˥	2 xia
2794	. i . H	1397	記 (xia)	Baxter		?	. i . H	2 xia
2795	. a . ˩˥	1398	訝 (xia)	Zhou		?	. a . ˩˥	2 xia
2796	. æ . H	1398	訝 (xia)	Baxter		?	. æ . H	2 xia
2797	ĭw a ŋ ˩˥	1399	訪 (xia)	Zhou		?	ĭw a ŋ ˩˥	2 xia
2798	jw a ng H	1399	訪 (xia)	Baxter		?	jw a ng H	2 xia
1611	x ĭ	806	許 (shang)	Zhou		?	x ĭ	2 shang
1612	x j	806	許 (shang)	Baxter		?	x j	2 shang
2799	ĭ o . ˥	1400	許 (xia)	Zhou		?	ĭ o . ˥	2 xia
2800	j o . X	1400	許 (xia)	Baxter		?	j o . X	2 xia
2801	i ei . ˩˥	1401	詣 (xia)	Zhou		?	i ei . ˩˥	2 xia
2802	. ej . H	1401	詣 (xia)	Baxter		?	. ej . H	2 xia
3168	sy .	1573	試 (shang)	Baxter	ɕĭĕn˩˥', '試		sy .	
3169	ɕ ĭ	1573	試 (shang)	Zhou	ɕĭĕn˩˥', '試		ɕ ĭ	
1613	ɕ ĭ	807	詩 (shang)	Zhou		?	ɕ ĭ	2 shang
1614	sy .	807	詩 (shang)	Baxter		?	sy .	2 shang
3121	k ĭ	1587	詭 (shang)	Zhou	kĭwe˩˥', '詭		k ĭ	
3176	k j	1587	詭 (shang)	Baxter	kĭwe˩˥', '詭		k j	
2803	ĭw e . ˥	1402	詭 (xia)	Zhou		?	ĭw e . ˥	2 xia
2804	jw e . X	1402	詭 (xia)	Baxter		?	jw e . X	2 xia
733	kʰ i	367	詰 (shang)	Zhou		?	kʰ i	1 shang
734	kh j	367	詰 (shang)	Baxter		?	kh j	1 shang
539	. æi . ˩˥	270	話 (xia)	Zhou	mæi˩˥	?	. æi . ˩˥	0 xia
540	. æj . H	270	話 (xia)	Baxter	mæi˩˥	?	. æj . H	0 xia
1615	z ĭu	808	詳 (shang)	Zhou		?	z ĭu	2 shang
1616	z w	808	詳 (shang)	Baxter		?	z w	2 shang
1071	ĭ e n ˥˩	536	詵 (xia)	Zhou		?	ĭ e n ˥˩	1 xia
1072	j e n .	536	詵 (xia)	Baxter		?	j e n .	1 xia
2805	w i . ˥	1403	誄 (xia)	Zhou		?	w i . ˥	2 xia
2806	jw ij . X	1403	誄 (xia)	Baxter		?	jw ij . X	2 xia
1073	ĭ u . ˩	537	誅 (xia)	Zhou		?	ĭ u . ˩	1 xia
1074	j u . .	537	誅 (xia)	Baxter		?	j u . .	1 xia
1617	ŋ ĭ	809	語 (shang)	Zhou		?	ŋ ĭ	2 shang
1618	ng j	809	語 (shang)	Baxter		?	ng j	2 shang
2807	. u . ˩˥	1404	誤 (xia)	Zhou		?	. u . ˩˥	2 xia
2808	. u . H	1404	誤 (xia)	Baxter		?	. u . H	2 xia
541	. ɑ m ˥˩	271	談 (xia)	Zhou	xɑm˥˩	?	. ɑ m ˥˩	0 xia
542	. a m .	271	談 (xia)	Baxter	xɑm˥˩	?	. a m .	0 xia
543	. æ ŋ ˩˥	272	諍 (xia)	Zhou	pæŋ˩˥	?	. æ ŋ ˩˥	0 xia
544	. ɛ ng H	272	諍 (xia)	Baxter	pæŋ˩˥	?	. ɛ ng H	0 xia
2809	. ɐi . ˥˩	1405	諧 (xia)	Zhou		?	. ɐi . ˥˩	2 xia
2810	. ɛj . .	1405	諧 (xia)	Baxter		?	. ɛj . .	2 xia
3107	. æ n X	1554	諫 (xia)	Baxter			. æ n H	
3108		1554	諫 (xia)	Zhou			. a n ˩˥	
1619	tɕ ĭ	810	諸 (shang)	Zhou		?	tɕ ĭ	2 shang
1620	tsy .	810	諸 (shang)	Baxter		?	tsy .	2 shang
2811	ĭ o . ˩	1406	諸 (xia)	Zhou		?	ĭ o . ˩	2 xia
2812	j o . .	1406	諸 (xia)	Baxter		?	j o . .	2 xia
735	n .	368	諾 (shang)	Zhou		?	n .	1 shang
736	n .	368	諾 (shang)	Baxter		?	n .	1 shang
2813	ĭ əu . ˩	1407	謀 (xia)	Zhou		?	ĭ əu . ˩	2 xia
2814	j uw . .	1407	謀 (xia)	Baxter		?	j uw . .	2 xia
1621	ʔ ĭ	811	謁 (shang)	Zhou		?	ʔ ĭ	2 shang
1622	' j	811	謁 (shang)	Baxter		?	' j	2 shang
2815	ĭ ɐ t .	1408	謁 (xia)	Zhou		?	ĭ ɐ t .	2 xia
2816	j o t .	1408	謁 (xia)	Baxter		?	j o t .	2 xia
2817	u ɑ ŋ ˩˥	1409	謗 (xia)	Zhou		?	u ɑ ŋ ˩˥	2 xia
2818	w a ng H	1409	謗 (xia)	Baxter		?	w a ng H	2 xia
2819	. ɔ ŋ ˥	1410	講 (xia)	Zhou		?	. ɔ ŋ ˥	2 xia
2820	. æw ng X	1410	講 (xia)	Baxter		?	. æw ng X	2 xia
2821	ĭ a . ˩˥	1411	謝 (xia)	Zhou		?	ĭ a . ˩˥	2 xia
2822	j æ . H	1411	謝 (xia)	Baxter		?	j æ . H	2 xia
737	m .	369	謨 (shang)	Zhou		?	m .	1 shang
738	m .	369	謨 (shang)	Baxter		?	m .	1 shang
2823	i əu . ˩˥	1412	謬 (xia)	Zhou		?	i əu . ˩˥	2 xia
2824	j iw . H	1412	謬 (xia)	Baxter		?	j iw . H	2 xia
2825	ĭ ə n ˥	1413	謹 (xia)	Zhou		?	ĭ ə n ˥	2 xia
2826	j ɨ n X	1413	謹 (xia)	Baxter		?	j ɨ n X	2 xia
2827	ĭ ə ŋ ˩˥	1414	證 (xia)	Zhou		?	ĭ ə ŋ ˩˥	2 xia
2828	. i ng H	1414	證 (xia)	Baxter		?	. i ng H	2 xia
3207	ĭ ĕ m ˩˥	1602	譖 (xia)	Zhou	ʧʰĭĕm˩˥	new	ĭ ĕ m ˩˥	
3208	. i m H	1602	譖 (xia)	Baxter		new	. i m H	
739	ɕ .	370	識 (shang)	Zhou		?	ɕ .	1 shang
740	sy .	370	識 (shang)	Baxter		?	sy .	1 shang
1623	pʰ ĭ	812	譬 (shang)	Zhou		?	pʰ ĭ	2 shang
1624	ph j	812	譬 (shang)	Baxter		?	ph j	2 shang
3310	j e n H	1656	變 (xia)	Baxter	pjenH	new	j e n H	
3320	ĭ ɛ n ˩˥	1656	變 (xia)	Zhou	ŋĭɛn˩˥	new	ĭ ɛ n ˩˥	
2829	. ɐ m ˩	1415	讒 (xia)	Zhou		?	. ɐ m ˩	2 xia
2830	. ɛ m .	1415	讒 (xia)	Baxter		?	. ɛ m .	2 xia
2831	ĭ a ŋ ˩˥	1416	讓 (xia)	Zhou		?	ĭ a ŋ ˩˥	2 xia
2832	j a ng H	1416	讓 (xia)	Baxter		?	j a ng H	2 xia
2833	. u k .	1417	谷 (xia)	Zhou		?	. u k .	2 xia
2834	. uw k .	1417	谷 (xia)	Baxter		?	. uw k .	2 xia
3211	. əu . ˩˥	1604	豆 (xia)	Zhou	nəu˩˥	new	. əu . ˩˥	
3212		1604	豆 (xia)	Baxter		new	. uw . H	
1625	kʰ ĭ	813	豈 (shang)	Zhou		?	kʰ ĭ	2 shang
1626	kh j	813	豈 (shang)	Baxter		?	kh j	2 shang
1075	ĭ əi . ˥	538	豈 (xia)	Zhou		?	ĭ əi . ˥	1 xia
1076	j ɨj . X	538	豈 (xia)	Baxter		?	j ɨj . X	1 xia
2835	ĭ e . ˩˥	1418	豉 (xia)	Zhou		?	ĭ e . ˩˥	2 xia
2836	j e . H	1418	豉 (xia)	Baxter		?	j e . H	2 xia
2837	ĭ ɛ m ˩˥	1419	豔 (xia)	Zhou		?	ĭ ɛ m ˩˥	2 xia
2838	j e m H	1419	豔 (xia)	Baxter		?	j e m H	2 xia
3267	j ɨj . H	1623	豙 (xia)	Baxter	ngjɨjH	new	j ɨj . H	
3288	ĭ əi . ˩˥	1623	豙 (xia)	Zhou	kĭəi˩˥	new	ĭ əi . ˩˥	
169	ţ .	85	豬 (shang)	Zhou	ţi˥	?	ţ .	0 shang
170	tr .	85	豬 (shang)	Baxter	ţi˥	?	tr .	0 shang
545	ĭ e . ˥	273	豸 (xia)	Zhou	ţʰĭe˥	?	ĭ e . ˥	0 xia
546	j e . X	273	豸 (xia)	Baxter	ţʰĭe˥	?	j e . X	0 xia
547	. ɑi . ˩˥	274	貝 (xia)	Zhou	mɑi˩˥	?	. ɑi . ˩˥	0 xia
548	. aj . H	274	貝 (xia)	Baxter	mɑi˩˥	?	. aj . H	0 xia
2839	ĭ ɛ ŋ ˩	1420	貞 (xia)	Zhou		?	ĭ ɛ ŋ ˩	2 xia
2840	j e ng .	1420	貞 (xia)	Baxter		?	j e ng .	2 xia
2841	ĭw ɛ n ˩	1421	貟 (xia)	Zhou		?	ĭw ɛ n ˩	2 xia
2842	jw e n .	1421	貟 (xia)	Baxter		?	jw e n .	2 xia
2843	. u ŋ ˩˥	1422	貢 (xia)	Zhou		?	. u ŋ ˩˥	2 xia
2844	. uw ng H	1422	貢 (xia)	Baxter		?	. uw ng H	2 xia
2845	u ɑ . ˩˥	1423	貨 (xia)	Zhou		?	u ɑ . ˩˥	2 xia
2846	w a . H	1423	貨 (xia)	Baxter		?	w a . H	2 xia
3226	ĭw ɐ n ˩˥	1633	販 (xia)	Zhou	mĭwɐn˩˥	new	ĭw ɐ n ˩˥	
3249	j o n H	1633	販 (xia)	Baxter	pjonH	new	j o n H	
1077	u ɑ n ˩˥	539	貫 (xia)	Zhou		?	u ɑ n ˩˥	1 xia
1078	w a n H	539	貫 (xia)	Baxter		?	w a n H	1 xia
1079	. æ k .	540	責 (xia)	Zhou		?	. æ k .	1 xia
1080	. ɛ k .	540	責 (xia)	Baxter		?	. ɛ k .	1 xia
2847	ĭw əi . ˩˥	1424	貴 (xia)	Zhou		?	ĭw əi . ˩˥	2 xia
2848	jw ɨj . H	1424	貴 (xia)	Baxter		?	jw ɨj . H	2 xia
2849	. ai . ˥	1425	買 (xia)	Zhou		?	. ai . ˥	2 xia
2850	. ɛ . X	1425	買 (xia)	Baxter		?	. ɛ . X	2 xia
2851	. ɑ . ˩˥	1426	賀 (xia)	Zhou		?	. ɑ . ˩˥	2 xia
2852	. a . H	1426	賀 (xia)	Baxter		?	. a . H	2 xia
2853	u ɒi . ˥	1427	賄 (xia)	Zhou		?	u ɒi . ˥	2 xia
2854	w oj . X	1427	賄 (xia)	Baxter		?	w oj . X	2 xia
1627	ts ĭ	814	資 (shang)	Zhou		?	ts ĭ	2 shang
1628	ts j	814	資 (shang)	Baxter		?	ts j	2 shang
549	. i . ˩	275	資 (xia)	Zhou	dzʰi˩	?	. i . ˩	0 xia
550	. ij . .	275	資 (xia)	Baxter	dzʰi˩	?	. ij . .	0 xia
551	. a . ˥	276	賈 (xia)	Zhou	ţa˥	?	. a . ˥	0 xia
552	. æ . X	276	賈 (xia)	Baxter	ţa˥	?	. æ . X	0 xia
553	ĭ ĕ n ˥˩	277	賔 (xia)	Zhou	pʰĭĕn˥˩	?	ĭ ĕ n ˥˩	0 xia
554	. i n .	277	賔 (xia)	Baxter	pʰĭĕn˥˩	?	. i n .	0 xia
2855	ĭ a . ˩	1428	賖 (xia)	Zhou		?	ĭ a . ˩	2 xia
2856	j æ . .	1428	賖 (xia)	Baxter		?	j æ . .	2 xia
3295	. a n H	1650	賛 (xia)	Baxter	tsanH	new	. a n H	
3299	. ɑ n ˩˥	1650	賛 (xia)	Zhou	dzʰɑn˩˥	new	. ɑ n ˩˥	
2857	ĭ e . ˩˥	1429	賜 (xia)	Zhou		?	ĭ e . ˩˥	2 xia
2858	j e . H	1429	賜 (xia)	Baxter		?	j e . H	2 xia
1629	ɕ ĭ	815	賞 (shang)	Zhou		?	ɕ ĭ	2 shang
1630	sy .	815	賞 (shang)	Baxter		?	sy .	2 shang
2859	i e n ˥˩	1430	賢 (xia)	Zhou		?	i e n ˥˩	2 xia
2860	. e n .	1430	賢 (xia)	Baxter		?	. e n .	2 xia
2861	w ai . ˩˥	1431	賣 (xia)	Zhou		?	w ai . ˩˥	2 xia
2862	w ɛ . H	1431	賣 (xia)	Baxter		?	w ɛ . H	2 xia
2863	ĭ ɛ n ˩˥	1432	賤 (xia)	Zhou		?	ĭ ɛ n ˩˥	2 xia
2864	j e n H	1432	賤 (xia)	Baxter		?	j e n H	2 xia
2865	ĭ ĕ t .	1433	質 (xia)	Zhou		?	ĭ ĕ t .	2 xia
2866	. i t .	1433	質 (xia)	Baxter		?	. i t .	2 xia
171	l .	86	賴 (shang)	Zhou	lɐi˩	?	l .	0 shang
172	l .	86	賴 (shang)	Baxter	lɐi˩	?	l .	0 shang
3195	. o m H	1593	賺 (xia)	Baxter	ɳɐm˩˥	new	. o m H	
3196	. ɐ m ˩˥	1593	賺 (xia)	Zhou		new	. ɐ m ˩˥	
2867	ĭw ĕ n ˩	1434	贇 (xia)	Zhou		?	ĭw ĕ n ˩	2 xia
2868	w i n .	1434	贇 (xia)	Baxter		?	w i n .	2 xia
555	. ə ŋ ˩˥	278	贈 (xia)	Zhou	səŋ˩˥	?	. ə ŋ ˩˥	0 xia
556	. o ng H	278	贈 (xia)	Baxter	səŋ˩˥	?	. o ng H	0 xia
2869	ĭ ɛ m ˩˥	1435	贍 (xia)	Zhou		?	ĭ ɛ m ˩˥	2 xia
2870	j e m H	1435	贍 (xia)	Baxter		?	j e m H	2 xia
741	tɕʰ ĭ	371	赤 (shang)	Zhou		?	tɕʰ ĭ	1 shang
742	tsyh .	371	赤 (shang)	Baxter		?	tsyh .	1 shang
557	. a n ˥	279	赧 (xia)	Zhou	ɣan˥	?	. a n ˥	0 xia
558	. æ n X	279	赧 (xia)	Baxter	ɣan˥	?	. æ n X	0 xia
173	kʰ ĭ	87	起 (shang)	Zhou	kʰĭɛu˥˩ / kʰĭwɐp / kʰæn˥	?	kʰ ĭ	0 shang
174	kh j	87	起 (shang)	Baxter	kʰĭɛu˥˩ / kʰĭwɐp / kʰæn˥	?	kh j	0 shang
2871	ĭw ɐ t .	1436	越 (xia)	Zhou		?	ĭw ɐ t .	2 xia
2872	j o t .	1436	越 (xia)	Baxter		?	j o t .	2 xia
1081	ĭw o k .	541	足 (xia)	Zhou		?	ĭw o k .	1 xia
1082	j ow k .	541	足 (xia)	Baxter			j ow k .	1 xia
175	gʰ w	88	跪 (shang)	Zhou	gʰwæn˩	?	gʰ w	0 shang
176	g w	88	跪 (shang)	Baxter	gʰwæn˩	?	g w	0 shang
3271	. u . H	1631	路 (xia)	Baxter	luH	new	. u . H	
3284	. u . ˩˥	1631	路 (xia)	Zhou	ʔu˩˥	new	. u . ˩˥	
1631	ʃ ĭ	816	踈 (shang)	Zhou		?	ʃ ĭ	2 shang
1632	sr .	816	踈 (shang)	Baxter		?	sr .	2 shang
2873	ĭw o ŋ ˥	1437	踵 (xia)	Zhou		?	ĭw o ŋ ˥	2 xia
2874	j ow ng X	1437	踵 (xia)	Baxter		?	j ow ng X	2 xia
2875	ĭ ɛ n ˥	1438	蹇 (xia)	Zhou		?	ĭ ɛ n ˥	2 xia
2876	j e n X	1438	蹇 (xia)	Baxter		?	j e n X	2 xia
3201	. ɒ m ˩˥	1599	蹔 (xia)	Zhou	kɑm˩˥	new	. ɒ m ˩˥	
3202		1599	蹔 (xia)	Baxter		new	. o m H	
2877	ĭ a . ˥˩	1439	車 (xia)	Zhou		?	ĭ a . ˥˩	2 xia
2878	j æ . .	1439	車 (xia)	Baxter		?	j æ . .	2 xia
2879	w i . ˥	1440	軌 (xia)	Zhou		?	w i . ˥	2 xia
2880	w ij . X	1440	軌 (xia)	Baxter		?	w ij . X	2 xia
2881	ĭ ɐ n ˩	1441	軒 (xia)	Zhou		?	ĭ ɐ n ˩	2 xia
2882	j o n .	1441	軒 (xia)	Baxter		?	j o n .	2 xia
2883	ĭ ĕ n ˥	1442	軫 (xia)	Zhou		?	ĭ ĕ n ˥	2 xia
2884	. i n X	1442	軫 (xia)	Baxter		?	. i n X	2 xia
1083	ĭ ɛ p .	542	輒 (xia)	Zhou		?	ĭ ɛ p .	1 xia
1084	j e p .	542	輒 (xia)	Baxter		?	j e p .	1 xia
559	ĭw ɛ t .	280	輟 (xia)	Zhou	lĭwɛt	?	ĭw ɛ t .	0 xia
560	jw e t .	280	輟 (xia)	Baxter	lĭwɛt	?	jw e t .	0 xia
561	ĭ ɛ n ˥	281	輦 (xia)	Zhou	kĭɛn˥ / gʰĭɛn˥	?	ĭ ɛ n ˥	0 xia
562	j e n X	281	輦 (xia)	Baxter	kĭɛn˥ / gʰĭɛn˥	?	j e n X	0 xia
2885	ĭ u . ˥˩	1443	輸 (xia)	Zhou		?	ĭ u . ˥˩	2 xia
2886	j u . .	1443	輸 (xia)	Baxter		?	j u . .	2 xia
563	. a t .	282	轄 (xia)	Zhou	nʑat	?	. a t .	0 xia
564	. æ t .	282	轄 (xia)	Baxter	nʑat	?	. æ t .	0 xia
2887	ĭw ɛ n ˥	1444	轉 (xia)	Zhou		?	ĭw ɛ n ˥	2 xia
2888	jw e n X	1444	轉 (xia)	Baxter		?	jw e n X	2 xia
743	s ĭ	372	辛 (shang)	Zhou		?	s ĭ	1 shang
744	s .	372	辛 (shang)	Baxter		?	s .	1 shang
1633	z ĭ	817	辝 (shang)	Zhou		?	z ĭ	2 shang
1634	z j	817	辝 (shang)	Baxter		?	z j	2 shang
2889	ĭ ɛ k .	1445	辟 (xia)	Zhou		?	ĭ ɛ k .	2 xia
2890	j e k .	1445	辟 (xia)	Baxter		?	j e k .	2 xia
