Reading_Zhou	Reading_Baxter	Pinyin	Fanqie	Segments	Structure	Gloss	Guangyun_ID
ţ ĭ ĕ n ˥˩	trin	zhēn	陟鄰切	ʈ i n /¹	i n c t	precious thing	w148a1007
ţ ĭ ĕ p	trip	zhí	陟立切	ʈ i p /⁴	i n c t	rope, tether; bind	w543b0702
ţ ĭ ĕ t	trit	zhì	陟栗切	ʈ i t /⁴	i n c t	stop up (v.)	w512b0201
ţ ĭ ə k	trik	! zhí / zhì	竹力切	ʈ i k /⁴	i n c t	earliest-sown grain	w540a0208
ţ ĭ ə k	trik	zhì	竹力切	ʈ i k /⁴	i n c t	ascend	w540a0207
ţ ĭ əu ˥	trjuwX	zhǒu	陟柳切	ʈ j u w /²	i m n c t	elbow	w345b0203
ţ ĭ əu ˥	trjuwX	zhǒu	陟柳切	ʈ j u w /²	i m n c t	pain in the intestines	w345b0204
ţ ĭ əu ˥˩	dew	! tiáo / zhōu	張流切	d e w /¹	i n c t	tune (v.), adjust	w240b0205
ţ ĭ ə ŋ ˥˩	tring	zhēng	陟陵切	ʈ i ŋ /¹	i n c t	examine	w235b0301
ţ ĭ ə ˥	tring	zhēng	陟里切	ʈ i ŋ /¹	i n c t	examine	w310a0403
ţ ĭ ə ˩˥	triH	zhì	陟吏切	ʈ i /³	i n t	put, place (v.)	w410a1004
ţ ĭ ɛ m ˥˩	trjem	zhān	張廉切	ʈ j e m /¹	i m n c t	moisten	w249a0401
ţ ĭ ɛ n ˥	trjenH	! zhàn / zhǎn	知演切	ʈ j e n /³	i m n c t	(a ceremonial garment)	w330a0103
ţ ĭ ɛ n ˥	trjenX	! zhàn / zhǎn	知演切	ʈ j e n /²	i m n c t	(a ceremonial garment)	w330a0103
ţ ĭ ɛ n ˥	trjenX	! zhàn / zhǎn	知演切	ʈ j e n /²	i m n c t	to bare	w330a0103
ţ ĭ ɛ n ˥	trjenX	zhǎn	知演切	ʈ j e n /²	i m n c t	roll over; unfold	w329b0904
ţ ĭ ɛ n ˥	trjenX	zhǎn	知演切	ʈ j e n /²	i m n c t	trjenX.trjwenX roll over	w329b1003
ţ ĭ ɛ n ˥˩	trjen	zhān	張連切	ʈ j e n /¹	i m n c t	a kind of fish	w204b0303
ţ ĭ ɛ n ˩˥	trjenH	! zhàn / 	陟扇切	ʈ j e n /³	i m n c t	(a ceremonial garment)	w436b0202
ţ ĭ ɛ n ˩˥	trjenX	! zhàn / 	陟扇切	ʈ j e n /²	i m n c t	(a ceremonial garment)	w436b0202
ţ ĭ ɛ n ˩˥	trjenX	! zhàn / 	陟扇切	ʈ j e n /²	i m n c t	to bare	w436b0202
ţ ĭ ɛ p	tep	zhé	陟葉切	t e p /⁴	i n c t	paralysed, unable to move	w547b0603
ţ ĭ ɛ p	trjep	zhé	陟葉切	ʈ j e p /⁴	i m n c t	hanging ears (used as N.Pr.)	w547b0604
ţ ĭ ɛ p	trjep	zhé	陟葉切	ʈ j e p /⁴	i m n c t	sides of a carriage box	w547b0603
ţ ĭ ɛ t	trjet	zhé	陟列切	ʈ j e t /⁴	i m n c t	wise	w526a0308
ţ ĭ ɛu ˥˩	drjew	cháo	陟遥切	ɖ j e w /¹	i m n c t	(morning) audience at court	w209a0206
ţ ĭ ɛu ˥˩	trjew	! zhāo / cháo	陟遥切	ʈ j e w /¹	i m n c t	morning	w209a0206
ţ ĭ ɛ ŋ ˥˩	trjeng	zhēn	陟盈切	ʈ j e ŋ /¹	i m n c t	divine (v.)	w231a0307
ţ ĭ ɛ ŋ ˥˩	trjeng	zhēn	陟盈切	ʈ j e ŋ /¹	i m n c t	straight; correct	w231a0307
ţ ɐ k	tek	! dí / zhé	陟格切	t e k /⁴	i n c t	son of principal wife	w532b0306
ţ ɔ k	træwk	! zhuō / zhuó	竹角切	ʈ æ kʷ /⁴	i n c t	high; splendid	w510a0304
ţ ɔ k	træwk	! zhuō / zhuó	竹角切	ʈ æ kʷ /⁴	i n c t	table	w510a0305
ţ ɔ k	træwk	zhuó	竹角切	ʈ æ kʷ /⁴	i n c t	chop, cleave	w510a0205
ţ ɔ k	træwk	zhuó	竹角切	ʈ æ kʷ /⁴	i n c t	to peck	w510a0307
ţʰ at	that	tǎ	他鎋切	tʰ a t /⁴	i n c t	otter	w522b0602
ţʰ a ˥˩	tsyhæX	! chǐ / chà	丑例切	tɕʰ æ /²	i n t	large	w220a0602
ţʰ i ˥˩	trhij	! zhěn / chī	丑飢切	ʈʰ i j /¹	i n c t	laugh	w123a0205
ţʰ æi ˩˥	trhæjH	chài	丑犗切	ʈʰ æ j /³	i n c t	scorpion	w425a0201
ţʰ ĭ a ŋ ˩˥	trhjangH	chàng	丑亮切	ʈʰ j a ŋ /³	i m n c t	aromatic spirits	w444a0501
ţʰ ĭ a ŋ ˩˥	trhjangH	chàng	丑亮切	ʈʰ j a ŋ /³	i m n c t	disappointed	w444a0405
ţʰ ĭ e ˥˩	trhje	chī	丑知切	ʈʰ j e /¹	i m n t	demon	w120b0602
ţʰ ĭ e ˥˩	trhje	chī	丑知切	ʈʰ j e /¹	i m n t	demon	w120b0604
ţʰ ĭ e ˥˩	trhje	chī	丑知切	ʈʰ j e /¹	i m n t	mountain demon	w120b0701
ţʰ ĭ o ˥	trjoX	! zhǔ / chǔ	丑吕切	ʈ j o /²	i m n t	to store, to heap	w313a1003
ţʰ ĭ o ˥˩	trhjo	shū	丑居切	ʈʰ j o /¹	i m n t	extend	w131a0301
ţʰ ĭ o ˩˥	sjoH	xù	抽據切	s j o /³	i m n t	raw silk, floss	w413a1003
ţʰ ĭ u k	trhjuwk	xù	丑六切	ʈʰ j u kʷ /⁴	i m n c t	collect, store	w507a0505
ţʰ ĭ u k	xjuwk	xù	丑六切	x j u kʷ /⁴	i m n c t	store; harbor (feelings)	w507a0601
ţʰ ĭu ĕ n ˥˩	trhwin	chūn	丑倫切	ʈʰ w i n /¹	i m n c t	funeral car	w149b0802
ţʰ ĭu ĕ n ˥˩	trhwin	chūn	丑倫切	ʈʰ w i n /¹	i m n c t	ornate band on axle-cap of wheel (K)	w149b0803
ţʰ ĭu ĕ n ˥˩	zywinX	! shǔn / chūn	丑倫切	ʑ w i n /²	i m n c t	shield	w149b0801
ţʰ ĭu ĕ t	trhwit	chù	丑律切	ʈʰ w i t /⁴	i m n c t	expel	w514b0406
ţʰ ĭ u ŋ ˥˩	trhjuwng	chōng	敕中切	ʈʰ j u ŋʷ /¹	i m n c t	grieved, agitated	w109a0302
ţʰ ĭw o k	trhjowk	! chù / sù	丑玉切	ʈʰ j o kʷ /⁴	i m n c t	hobbled pig (SW)	w509a1003
ţʰ ĭw o ŋ ˥	trhjowngX	chǒng	丑隴切	ʈʰ j o ŋʷ /²	i m n c t	favor, grace	w303a0904
ţʰ ĭw o ŋ ˥˩	yowng	! yōng / zhōng	丑凶切	j o ŋʷ /¹	i n c t	hire	w114b0804
ţʰ ĭw o ŋ ˩˥	syowng	! chōng / zhōng	丑用切	ɕ o ŋʷ /¹	i n c t	stupid	w404a0305
ţʰ ĭw o ŋ ˩˥	trhæwng	! chōng / zhōng	丑用切	ʈʰ æ ŋʷ /¹	i n c t	stupid	w404a0305
ţʰ ĭw ɐ m ˥	pjuwX	fǒu	並鄙切	p j u w /²	i m n c t	not	w353b0701
ţʰ ĭ ĕ m ˥˩	yuwng	! róng / chēn	丑林切	j u ŋʷ /¹	i n c t	sacrifice on the following day	w244a0504
ţʰ ĭ ĕ n ˥	trhij	! zhěn / chǎn	丑忍切	ʈʰ i j /¹	i n c t	laugh	w322a0605
ţʰ ĭ ĕ n ˥˩	tsyin	! zhēn / 	丑人切	tɕ i n /¹	i n c t	dense, fine-textured	w147a0703
ţʰ ĭ ə k	trhik	chì	恥力切	ʈʰ i k /⁴	i n c t	correct (v.); to arrange	w540a0101
ţʰ ĭ əu ˥	trhjuwX	chǒu	敕久切	ʈʰ j u w /²	i m n c t	2d earthly branch	w345b0106
ţʰ ĭ əu ˥˩	trhjuw	chōu	丑鳩切	ʈʰ j u w /¹	i m n c t	recover	w238b0107
ţʰ ĭ əu ˥˩	trhjuw	chōu	丑鳩切	ʈʰ j u w /¹	i m n c t	take out, pull out	w238b0101
ţʰ ĭ əu ˩˥	trhjuwH	chù	丑救切	ʈʰ j u w /³	i m n c t	nourish	w449b0103
ţʰ ĭ əu ˩˥	trhjuwk	chù	丑救切	ʈʰ j u kʷ /⁴	i m n c t	nourish	w449b0103
ţʰ ĭ əu ˩˥	xjuwH	! xù / chù	丑救切	x j u w /³	i m n c t	nourish	w449b0103
ţʰ ĭ əu ˩˥	xjuwk	! xù / chù	丑救切	x j u kʷ /⁴	i m n c t	nourish	w449b0103
ţʰ ĭ əu ˩˥	yu	! yú / chù	丑救切	j u /¹	i n t	yes, agree; satisfied, at ease	w449b0201
ţʰ ĭ ə ˥	trhiX	! zhǐ / chǐ	敕里切	ʈʰ i /²	i n t	blessings	w311b0403
ţʰ ĭ ə ˥	trhiX	chǐ	敕里切	ʈʰ i /²	i n t	shame; ashamed	w311b0402
ţʰ ĭ ɛ m ˥	trhjemX	chǎn	丑琰切	ʈʰ j e m /²	i m n c t	flatter (v.)	w351b1007
ţʰ ĭ ɛ m ˥	trhjemX	chǎn	丑琰切	ʈʰ j e m /²	i m n c t	to flatter	w352a0101
ţʰ ĭ ɛ t	drjet	chè	丑列切	ɖ j e t /⁴	i m n c t	penetrate	w527b0803
ţʰ ĭ ɛ t	drjet	chè	丑列切	ɖ j e t /⁴	i m n c t	remove, take away	w527b0801
ţʰ ĭ ɛ t	trhjet	chè	丑列切	ʈʰ j e t /⁴	i m n c t	penetrate	w527b0803
ţʰ ĭ ɛ t	trhjet	chè	丑列切	ʈʰ j e t /⁴	i m n c t	remove, take away	w527b0801
ţʰ ĭ ɛu ˥˩	trhjew	chāo	敕宵切	ʈʰ j e w /¹	i m n c t	leap over, surpass	w209a0105
ţʰ ĭ ɛ ŋ ˥	trhjengX	chěng	丑郢切	ʈʰ j e ŋ /²	i m n c t	gallop	w343b0204
ţʰ ĭ ɛ ŋ ˥	trhjengX	chěng	丑郢切	ʈʰ j e ŋ /²	i m n c t	to run after; gratify one’s desire	w343b0203
ţʰ ĭ ɛ ŋ ˥˩	trhjeng	chēng	丑貞切	ʈʰ j e ŋ /¹	i m n c t	red	w231a0504
ţʰ ɐ ŋ ˥˩	trhæng	chēng	丑庚切	ʈʰ æ ŋ /¹	i n c t	look straight at, stare	w228a0306
ţʰ ɔ ŋ ˥˩	syowng	chōng	丑江切	ɕ o ŋʷ /¹	i n c t	stupid	w116b0501
ţʰ ɔ ŋ ˥˩	trhæwng	chōng	丑江切	ʈʰ æ ŋʷ /¹	i n c t	stupid	w116b0501
ɕ i ˥	syijX	shǐ	式視切	ɕ i j /²	i n c t	arrow	w308b0906
ɕ i ˥	syijX	shǐ	式視切	ɕ i j /²	i n c t	excrement	w308b1003
ɕ i ˥	xjij	shǐ	式視切	x j i j /¹	i m n c t	moan	w308b1003
ɕ i ˥˩	syij	shī	式<original_text>之<rewrite_text>脂</rewrite_text> </original_text>切	ɕ i j /¹	i n c t	Achillea (?)	w123b0502
ɕ i ˥˩	syij	shī	式<original_text>之<rewrite_text>脂</rewrite_text> </original_text>切	ɕ i j /¹	i n c t	corpse	w123b0401
ɕ i ˥˩	syij	shī	式<original_text>之<rewrite_text>脂</rewrite_text> </original_text>切	ɕ i j /¹	i n c t	corpse	w123b0501
ɕ i ˩˥	syij	shī	矢利切	ɕ i j /¹	i n c t	corpse	w409b0403
ɕ w i ˥	sywijX	shuǐ	式軌切	ɕ w i j /²	i m n c t	water; river	w309a0301
ɕ ĭ a k	lek	! lì / shuò	書藥切	l e k /⁴	i n c t	move	w528b0206
ɕ ĭ a k	syak	! lì / shuò	書藥切	ɕ a k /⁴	i n c t	move (v.)	w528b0206
ɕ ĭ a k	syak	shuò	書藥切	ɕ a k /⁴	i n c t	melt, infuse	w528b0107
ɕ ĭ a k	syak	shuò	書藥切	ɕ a k /⁴	i n c t	melt, infuse	w528b0201
ɕ ĭ a k	syak	shuò	書藥切	ɕ a k /⁴	i n c t	shine (v.)	w528b0107
ɕ ĭ a ŋ ˥	syang	! xiǎng / shǎng	書兩切	ɕ a ŋ /¹	i n c t	bring food to	w340b0704
ɕ ĭ a ŋ ˥	syangH	! shàng / shǎng	書兩切	ɕ a ŋ /³	i n c t	a short time	w340b0705
ɕ ĭ a ŋ ˥	syangH	! xiǎng / shǎng	書兩切	ɕ a ŋ /³	i n c t	bring food to (workers in the field)	w340b0704
ɕ ĭ a ŋ ˥	syangX	! xiǎng / shǎng	書兩切	ɕ a ŋ /²	i n c t	bring food to (workers in the field)	w340b0704
ɕ ĭ a ŋ ˥	syangX	shǎng	書兩切	ɕ a ŋ /²	i n c t	a short time	w340b0705
ɕ ĭ a ŋ ˥	syangX	shǎng	書兩切	ɕ a ŋ /²	i n c t	reward (v.)	w340b0701
ɕ ĭ a ŋ ˥	xjangH	! xiàng / shǎng	書兩切	x j a ŋ /³	i m n c t	a short time	w340b0705
ɕ ĭ a ŋ ˥	xjangX	! xiǎng / shǎng	書兩切	x j a ŋ /²	i m n c t	a short time	w340b0705
ɕ ĭ a ŋ ˥˩	syang	! xiǎng / shāng	式羊切	ɕ a ŋ /¹	i n c t	bring food to	w222a0102
ɕ ĭ a ŋ ˥˩	syang	shāng	式羊切	ɕ a ŋ /¹	i n c t	(place name)	w221b0705
ɕ ĭ a ŋ ˥˩	syang	shāng	式羊切	ɕ a ŋ /¹	i n c t	amply-flowing	w221b1001
ɕ ĭ a ŋ ˥˩	syang	shāng	式羊切	ɕ a ŋ /¹	i n c t	estimate; business; trader	w221b0705
ɕ ĭ a ŋ ˥˩	syang	shāng	式羊切	ɕ a ŋ /¹	i n c t	goblet	w221b0905
ɕ ĭ a ŋ ˥˩	syang	shāng	式羊切	ɕ a ŋ /¹	i n c t	musical note	w221b0705
ɕ ĭ a ŋ ˥˩	syang	shāng	式羊切	ɕ a ŋ /¹	i n c t	wound	w221b0901
ɕ ĭ a ŋ ˥˩	syangH	! xiǎng / shāng	式羊切	ɕ a ŋ /³	i n c t	bring food to (workers in the field)	w222a0102
ɕ ĭ a ŋ ˥˩	syangX	! xiǎng / shāng	式羊切	ɕ a ŋ /²	i n c t	bring food to (workers in the field)	w222a0102
ɕ ĭ a ŋ ˥˩	thang	! tāng / shāng	式羊切	tʰ a ŋ /¹	i n c t	(proper name:) founder of Shāng dynasty	w221b1001
ɕ ĭ a ŋ ˥˩	thang	! tāng / shāng	式羊切	tʰ a ŋ /¹	i n c t	hot liquid	w221b1001
ɕ ĭ a ŋ ˩˥	syang	! shāng / xiǎng	式亮切	ɕ a ŋ /¹	i n c t	wound	w444a0104
ɕ ĭ a ŋ ˩˥	syang	xiǎng	式亮切	ɕ a ŋ /¹	i n c t	bring food to	w444a0205
ɕ ĭ a ŋ ˩˥	syangH	! shàng / xiǎng	式亮切	ɕ a ŋ /³	i n c t	a short time	w444a0202
ɕ ĭ a ŋ ˩˥	syangH	! shàng / xiǎng	式亮切	ɕ a ŋ /³	i n c t	give food; food	w444a0103
ɕ ĭ a ŋ ˩˥	syangH	xiǎng	式亮切	ɕ a ŋ /³	i n c t	bring food to (workers in the field)	w444a0205
ɕ ĭ a ŋ ˩˥	syangX	! shǎng / xiǎng	式亮切	ɕ a ŋ /²	i n c t	a short time	w444a0202
ɕ ĭ a ŋ ˩˥	syangX	xiǎng	式亮切	ɕ a ŋ /²	i n c t	bring food to (workers in the field)	w444a0205
ɕ ĭ a ŋ ˩˥	xjangH	! xiàng / xiǎng	式亮切	x j a ŋ /³	i m n c t	a short time	w444a0202
ɕ ĭ a ŋ ˩˥	xjangX	xiǎng	式亮切	x j a ŋ /²	i m n c t	a short time	w444a0202
ɕ ĭ a ˥	syæX	shě	書冶切	ɕ æ /²	i n t	set aside, give up	w339a0104
ɕ ĭ a ˥˩	syæ	shē	式車切	ɕ æ /¹	i n t	extravagant	w218a0202
ɕ ĭ a ˥˩	syæ	shē	式車切	ɕ æ /¹	i n t	trade on credit	w218a0203
ɕ ĭ a ˩˥	syæH	! shè / she	始夜切	ɕ æ /³	i n t	to pardon	w443a0305
ɕ ĭ e ˥	syeX	! shǐ / chí	施是切	ɕ e /²	i n t	swine	w307a1003
ɕ ĭ e ˥	syeX	chí	施是切	ɕ e /²	i n t	slacken (a bow)	w307a1002
ɕ ĭ e ˥˩	sye	shī	式支切	ɕ e /¹	i n t	give, bestow	w120a0802
ɕ ĭ e ˩˥	sye	! shī / chì	施智切	ɕ e /¹	i n t	give, bestow	w405b0904
ɕ ĭ e ˩˥	syeH	chì	施智切	ɕ e /³	i n t	wing	w405b0901
ɕ ĭ o ˥	syoX	shǔ	舒吕切	ɕ o /²	i n t	Panicum miliaceum (glutinous)	w313a0505
ɕ ĭ o ˥	syoX	shǔ	舒吕切	ɕ o /²	i n t	heat	w313a0503
ɕ ĭ o ˥	syoX	shǔ	舒吕切	ɕ o /²	i n t	hidden suffering	w313a0602
ɕ ĭ o ˥˩	syo	shū	傷魚切	ɕ o /¹	i n t	leisurely	w129b1002
ɕ ĭ o ˥˩	syo	shū	傷魚切	ɕ o /¹	i n t	slow, easy	w129b0903
ɕ ĭ o ˥˩	syo	shū	傷魚切	ɕ o /¹	i n t	write	w129b0802
ɕ ĭ o ˥˩	zyoX	shū	傷魚切	ʑ o /²	i n t	to be remiss	w129b1002
ɕ ĭ o ˩˥	syoH	shù	商署切	ɕ o /³	i n t	indulgent	w412b0502
ɕ ĭ o ˩˥	syoH	shù	商署切	ɕ o /³	i n t	numerous; commoner	w412b0503
ɕ ĭ u k	syuwk	shū	式竹切	ɕ u kʷ /⁴	i n c t	3rd of 4 brothers	w505b0602
ɕ ĭ u k	syuwk	shū	式竹切	ɕ u kʷ /⁴	i n c t	gather, harvest	w505b0602
ɕ ĭ u k	syuwk	shū	式竹切	ɕ u kʷ /⁴	i n c t	pulse, beans	w505b0902
ɕ ĭ u ˥˩	syu	shū	式朱切	ɕ u /¹	i n t	convey (v.)	w136b0105
ɕ ĭ u ˩˥	syu	! shū / shù	傷遇切	ɕ u /¹	i n t	convey (v.)	w414a0206
ɕ ĭ u ˩˥	syuH	shù	傷遇切	ɕ u /³	i n t	guard (v.)	w414a0204
ɕ ĭw o k	syowk	shù	書玉切	ɕ o kʷ /⁴	i n c t	bind; bundle	w508b0408
ɕ ĭw o ŋ ˥˩	syowng	chōng	書容切	ɕ o ŋʷ /¹	i n c t	hull grain, beat (v.) stick for beating (n.)	w113b0604
ɕ ĭw o ŋ ˥˩	syowng	chōng	書容切	ɕ o ŋʷ /¹	i n c t	stupid	w113b0705
ɕ ĭw o ŋ ˥˩	trhæwng	chōng	書容切	ʈʰ æ ŋʷ /¹	i n c t	stupid	w113b0705
ɕ ĭw ɛi ˩˥	sywejH	shuì	舒芮切	ɕ w e j /³	i m n c t	exhort	w419b0501
ɕ ĭw ɛi ˩˥	sywejH	shuì	舒芮切	ɕ w e j /³	i m n c t	kerchief	w419b0602
ɕ ĭw ɛi ˩˥	sywejH	shuì	舒芮切	ɕ w e j /³	i m n c t	tax	w419b0406
ɕ ĭw ɛi ˩˥	sywet	! shuō / shuì	舒芮切	ɕ ɥ e /¹ t	i m n t i	speak, explain	w419b0501
ɕ ĭw ɛi ˩˥	thwajH	! tuì / shuì	舒芮切	tʰ w a j /³	i m n c t	exuviae of insects or reptiles	w419b0601
ɕ ĭw ɛi ˩˥	tshjwejH	shuì	舒芮切	tsʰ ɥ e j /³	i m n c t	kerchief	w419b0602
ɕ ĭw ɛi ˩˥	ywet	! yuè / shuì	舒芮切	j w e t /⁴	i m n c t	exuviae of insects or reptiles	w419b0601
ɕ ĭw ɛi ˩˥	ywet	! yuè / shuì	舒芮切	j w e t /⁴	i m n c t	pleased	w419b0501
ɕ ĭw ɛ t	sywejH	! shuì / shuō	失𤑔切	ɕ w e j /³	i m n c t	exhort	w527a0101
ɕ ĭw ɛ t	sywet	shuō	失𤑔切	ɕ ɥ e /¹ t	i m n t i	speak, explain	w527a0101
ɕ ĭw ɛ t	ywet	! yuè / shuō	失𤑔切	j w e t /⁴	i m n c t	pleased	w527a0101
ɕ ĭ ĕ m ˥	drim	chén	式<original_text>任<rewrite_text>荏</rewrite_text> </original_text>切	ɖ i m /¹	i n c t	sacrifice in which gifts are sunk in water	w349a0103
ɕ ĭ ĕ m ˥	drim	chén	式<original_text>任<rewrite_text>荏</rewrite_text> </original_text>切	ɖ i m /¹	i n c t	sink (v.)	w349a0103
ɕ ĭ ĕ m ˥	drimH	chén	式<original_text>任<rewrite_text>荏</rewrite_text> </original_text>切	ɖ i m /³	i n c t	sacrifice in which gifts are sunk in water	w349a0103
ɕ ĭ ĕ m ˥	syimX	! shěn / chén	式<original_text>任<rewrite_text>荏</rewrite_text> </original_text>切	ɕ i m /²	i n c t	(name of a state)	w349a0103
ɕ ĭ ĕ m ˥	syimX	! shěn / chén	式<original_text>任<rewrite_text>荏</rewrite_text> </original_text>切	ɕ i m /²	i n c t	examine, discriminate	w349a0203
ɕ ĭ ĕ m ˥	syimX	! shěn / chén	式<original_text>任<rewrite_text>荏</rewrite_text> </original_text>切	ɕ i m /²	i n c t	remonstrate	w349a0401
ɕ ĭ ĕ m ˥˩	syim	shēn	式針切	ɕ i m /¹	i n c t	deep	w244b0503
ɕ ĭ ĕ m ˥˩	syimH	shēn	式針切	ɕ i m /³	i n c t	depth	w244b0503
ɕ ĭ ĕ m ˩˥	syim	shēn	式禁切	ɕ i m /¹	i n c t	deep	w452a0703
ɕ ĭ ĕ m ˩˥	syimH	shēn	式禁切	ɕ i m /³	i n c t	depth	w452a0703
ɕ ĭ ĕ n ˥˩	syin	shēn	失人切	ɕ i n /¹	i n c t	9th earthly branch	w147b1006
ɕ ĭ ĕ n ˥˩	syin	shēn	失人切	ɕ i n /¹	i n c t	body; self	w148a0306
ɕ ĭ ĕ n ˥˩	syin	shēn	失人切	ɕ i n /¹	i n c t	chant, drone	w148a0204
ɕ ĭ ĕ n ˥˩	syin	shēn	失人切	ɕ i n /¹	i n c t	sash around the waist	w148a0202
ɕ ĭ ĕ n ˥˩	syin	shēn	失人切	ɕ i n /¹	i n c t	stretch, extend	w148a0201
ɕ ĭ ĕ p	syip	shī	失入切	ɕ i p /⁴	i n c t	low wet ground	w543b0302
ɕ ĭ ĕ p	syip	shī	失入切	ɕ i p /⁴	i n c t	to flap (sc. the ears)	w543b0303
ɕ ĭ ĕ t	syit	! shì / shī	式質切	ɕ i t /⁴	i n c t	chamber; house	w512b0602
ɕ ĭ ĕ t	syit	shī	式質切	ɕ i t /⁴	i n c t	lose	w512b0601
ɕ ĭ ə k	syik	! shì / shí	賞職切	ɕ i k /⁴	i n c t	adorn	w540a0903
ɕ ĭ ə k	syik	! shì / shí	賞職切	ɕ i k /⁴	i n c t	pattern	w540a0805
ɕ ĭ ə k	syik	! shì / shí	賞職切	ɕ i k /⁴	i n c t	to wipe	w540a0805
ɕ ĭ ə k	syik	! shì / shí	賞職切	ɕ i k /⁴	i n c t	to wipe	w540a0806
ɕ ĭ ə k	syik	shí	賞職切	ɕ i k /⁴	i n c t	know	w540a0804
ɕ ĭ ə k	tsyiH	! zhì / shí	賞職切	tɕ i /³	i n t	remember, commemorate	w540a0804
ɕ ĭ əu ˥	syuwH	! shòu / shǒu	書九切	ɕ u w /³	i n c t	territory in somebody's guard, fief	w345b0604
ɕ ĭ əu ˥	syuwH	shǒu	書九切	ɕ u w /³	i n c t	turn the head towards	w345b0504
ɕ ĭ əu ˥	syuwX	shǒu	書九切	ɕ u w /²	i n c t	hand	w345b0603
ɕ ĭ əu ˥	syuwX	shǒu	書九切	ɕ u w /²	i n c t	head	w345b0504
ɕ ĭ əu ˥	syuwX	shǒu	書九切	ɕ u w /²	i n c t	keep, guard	w345b0604
ɕ ĭ əu ˥˩	syuw	shōu	式州切	ɕ u w /¹	i n c t	collect; harvest	w239a0303
ɕ ĭ əu ˩˥	syuw	! shōu / shòu	舒救切	ɕ u w /¹	i n c t	collect; harvest	w449a0403
ɕ ĭ əu ˩˥	syuwH	! shǒu / shòu	舒救切	ɕ u w /³	i n c t	turn the head towards	w449a0402
ɕ ĭ əu ˩˥	syuwH	shòu	舒救切	ɕ u w /³	i n c t	(wild) animal	w449a0304
ɕ ĭ əu ˩˥	syuwH	shòu	舒救切	ɕ u w /³	i n c t	territory in somebody's guard, fief	w449a0401
ɕ ĭ əu ˩˥	syuwH	shòu	舒救切	ɕ u w /³	i n c t	to hunt	w449a0303
ɕ ĭ əu ˩˥	syuwX	! shǒu / shòu	舒救切	ɕ u w /²	i n c t	head	w449a0402
ɕ ĭ əu ˩˥	syuwX	! shǒu / shòu	舒救切	ɕ u w /²	i n c t	keep, guard	w449a0401
ɕ ĭ ə ŋ ˥˩	sying	! shēng / 	識蒸切	ɕ i ŋ /¹	i n c t	equal to, capable of	w235a1002
ɕ ĭ ə ŋ ˥˩	sying	! shēng / 	識蒸切	ɕ i ŋ /¹	i n c t	rise (v.)	w235a1001
ɕ ĭ ə ŋ ˥˩	syingH	! shèng / 	識蒸切	ɕ i ŋ /³	i n c t	overcome; surpass	w235a1002
ɕ ĭ ə ŋ ˥˩	tsyingX	! zhěng / 	識蒸切	tɕ i ŋ /²	i n c t	lift up	w235b0101
ɕ ĭ ə ŋ ˩˥	sying	! shēng / shèng	詩證切	ɕ i ŋ /¹	i n c t	equal to, capable of	w448a0307
ɕ ĭ ə ŋ ˩˥	syingH	shèng	詩證切	ɕ i ŋ /³	i n c t	overcome; surpass	w448a0307
ɕ ĭ ə ˥	syiX	shǐ	詩止切	ɕ i /²	i n t	begin	w311a0102
ɕ ĭ ə ˥˩	syi	shī	書之切	ɕ i /¹	i n t	poetry	w126b0906
ɕ ĭ ə ˩˥	syiH	shì	式吏切	ɕ i /³	i n t	test, try	w410a0101
ɕ ĭ ɛi ˩˥	syejH	shì	舒制切	ɕ e j /³	i n c t	circumstances, setting	w421a0202
ɕ ĭ ɛi ˩˥	syejH	shì	舒制切	ɕ e j /³	i n c t	lend, borrow	w421a0203
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	go to	w536a0901
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	raincoat of straw	w536b0101
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	red	w536a0902
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	release; dissolve	w536a0804
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	scared	w536a0901
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	spec. of jujube tree	w536a0806
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	sting (v.)	w536a1002
ɕ ĭ ɛ k	syek	shì	施隻切	ɕ e k /⁴	i n c t	wash rice	w536a0805
ɕ ĭ ɛ k	tsyek	shì	施隻切	tɕ e k /⁴	i n c t	go to	w536a0901
ɕ ĭ ɛ k	xik	shì	施隻切	x i k /⁴	i n c t	red	w536a0902
ɕ ĭ ɛ m ˥˩	syem	shān	失廉切	ɕ e m /¹	i n c t	thatch	w248b0802
ɕ ĭ ɛ m ˥˩	syemH	! shàn / shān	失廉切	ɕ e m /³	i n c t	thatch	w248b0802
ɕ ĭ ɛ m ˩˥	syem	! shān / shǎn	舒贍切	ɕ e m /¹	i n c t	thatch	w453a1001
ɕ ĭ ɛ m ˩˥	syemH	! shàn / shǎn	舒贍切	ɕ e m /³	i n c t	thatch	w453a1001
ɕ ĭ ɛ n ˥˩	syen	shān	式連切	ɕ e n /¹	i n c t	smell of sheep	w204b0502
